526410
526410,526409,2
526409,34118,1
34118,33982,1
34118,47959,1
34118,679598,1
34118,78918,1
34118,78870,1
34118,34113,1
34118,679600,1
34118,679601,1
34118,679603,1
34118,679604,1
34118,679602,1
34113,34114,1
34113,34115,1
34113,34116,1
34116,34187,1
34116,35592,1
34116,47538,1
34116,63794,1
34116,125658,1
34116,125659,1
34116,125660,1
34116,125661,1
34116,125662,1
34116,125663,1
34116,125664,1
34116,125665,1
34116,125666,1
35592,35597,1
35592,35598,1
35592,126930,1
34115,667093,1
667093,561391,1
561391,563747,1
561391,563748,1
561391,667092,1
561391,667091,1
561391,667090,1
561391,667088,1
561391,563497,1
34114,34020,1
34114,49760,1
34114,57905,1
34114,66603,1
34114,125655,1
34114,125656,1
34114,125657,1
66603,146124,1
66603,146125,1
66603,146126,1
66603,146127,1
66603,146128,1
49760,49769,1
49760,131157,1
49760,131158,1
49760,131159,1
49760,49770,1
34020,34289,1
34020,125591,1
78918,78919,1
47959,57899,1
47959,47546,1
47959,57906,1
47959,69910,1
47959,676004,1
69910,68431,1
68431,68344,1
68431,37964,1
68431,149061,1
68431,162632,1
68431,163071,1
68344,68342,1
68344,148812,1
68344,148813,1
68344,148814,1
68344,148815,1
68344,148816,1
68344,148817,1
68344,148818,1
68344,148819,1
47546,47543,1
47546,464614,1
47546,464615,1
47546,464616,1
47543,130256,1
47543,675874,1
47543,675876,1
47543,675875,1
47543,675877,1
47543,605373,1
47543,675878,1
47543,350091,1
47543,639863,1
47543,568859,1
47543,675882,1
47543,675883,1
47543,282465,1
47543,600260,1
47543,675885,1
47543,675887,1
47543,125530,1
47543,675888,1
47543,675889,1
47543,675890,1
47543,675891,1
47543,675892,1
47543,675893,1
47543,675894,1
47543,675895,1
47543,579284,1
47543,282464,1
47543,678658,1
47543,532080,1
47543,675886,1
282464,690967,1
350091,373731,1
350091,373732,1
350091,373733,1
605373,610928,1
57899,57898,1
33982,33981,1
33982,34119,1
33982,34120,1
33982,34259,1
33982,34332,1
33982,34333,1
33982,34335,1
33982,35217,1
33982,35746,1
33982,52871,1
33982,66852,1
33982,34267,1
33982,76581,1
33982,76582,1
33982,76583,1
33982,76584,1
33982,76585,1
33982,76586,1
33982,76587,1
33982,69777,1
69777,69778,1
76584,86972,1
76584,112126,1
76584,112127,1
76583,112125,1
76581,112111,1
76581,112112,1
76581,112113,1
76581,112114,1
76581,112115,1
76581,112116,1
76581,112117,1
76581,112118,1
76581,112119,1
76581,112120,1
76581,112121,1
76581,112122,1
76581,125527,1
34267,47481,1
34267,67405,1
34267,67406,1
34267,67407,1
34267,67408,1
34267,67409,1
34267,67411,1
34267,67412,1
34267,67413,1
34267,67414,1
34267,67415,1
34267,67416,1
34267,67417,1
34267,67418,1
34267,67420,1
34267,67421,1
34267,67422,1
34267,67424,1
34267,67423,1
34267,125890,1
67413,147186,1
47481,47480,1
47481,47482,1
47481,47483,1
47481,47485,1
47481,47486,1
47481,47490,1
47481,47491,1
47481,47493,1
47481,47494,1
47481,47495,1
47481,47497,1
47481,47498,1
47481,47499,1
47481,47500,1
47481,47501,1
47481,47502,1
47481,47503,1
47481,47441,1
47481,47505,1
47481,47506,1
47481,47507,1
47481,47508,1
47481,47509,1
47481,47443,1
47481,47510,1
47481,47458,1
47481,47511,1
47481,47512,1
47481,47513,1
47481,47514,1
47481,47515,1
47481,47492,1
47481,47488,1
47481,47487,1
47481,47489,1
47481,160992,1
47509,641032,1
47480,687112,1
66852,146391,1
52871,66291,1
52871,76230,1
52871,675814,1
52871,675815,1
52871,675816,1
52871,675818,1
52871,675819,1
52871,675820,1
52871,675821,1
52871,619518,1
52871,675822,1
52871,675826,1
52871,675827,1
52871,675828,1
52871,675829,1
52871,675830,1
52871,675823,1
52871,675825,1
52871,675824,1
619518,621704,1
675818,676936,1
675818,676937,1
675815,676890,1
675815,676891,1
35746,35747,1
35747,36945,1
35747,37171,1
35747,37172,1
35747,60176,1
35747,35749,1
35747,35745,1
35747,36943,1
35747,37169,1
35747,126996,1
35217,35216,1
35217,35748,1
35217,678629,1
35217,678630,1
35217,678631,1
34335,125979,1
34335,125980,1
34335,125981,1
34335,125982,1
34335,125983,1
34332,125976,1
34332,125977,1
34332,125978,1
34259,36865,1
34259,70444,1
34259,91517,1
34259,70443,1
34259,675839,1
675839,675840,1
675839,676899,1
36865,127888,1
36865,127889,1
36865,127890,1
36865,127891,1
36865,127892,1
36865,127893,1
34120,34306,1
34120,91514,1
34120,35292,1
34120,125689,1
34120,125690,1
34120,125691,1
34120,125692,1
34120,125693,1
34120,125694,1
34120,125695,1
35292,126652,1
34119,52250,1
34119,125667,1
34119,125668,1
34119,125669,1
34119,125670,1
34119,125671,1
34119,125672,1
34119,125673,1
34119,125674,1
34119,125675,1
34119,125677,1
34119,125678,1
34119,125679,1
34119,679578,1
