18727
18727,18726,1
18726,18725,1
18725,18724,1
18724,18723,1
18724,70970,1
70970,70969,1
70969,36957,1
36957,36956,1
36957,68270,1
36957,82789,1
36957,144142,1
144142,144140,1
144140,161993,1
144140,161994,1
144140,161995,1
144140,161996,1
144140,161997,1
144140,161998,1
144140,161999,1
82789,82790,1
82789,667701,1
667701,347723,1
347723,355887,1
347723,355888,1
347723,355889,1
82790,105587,1
82790,105588,1
82790,105589,1
82790,105590,1
82790,105591,1
82790,105592,1
82790,105593,1
82790,105594,1
82790,105595,1
82790,105596,1
82790,105597,1
82790,105598,1
82790,105599,1
82790,105600,1
82790,105601,1
82790,105602,1
82790,105603,1
82790,347681,1
347681,362180,1
347681,362181,1
68270,68269,2
68270,70959,2
70959,70960,1
70959,70961,1
70959,70966,1
70959,80259,1
70959,118365,1
70959,687163,1
70959,71324,2
70959,118367,2
70959,70973,2
70959,71502,2
68269,148720,1
68269,148721,1
68269,678185,1
36956,35485,1
35485,36274,1
35485,126834,1
35485,126835,1
35485,519147,1
35485,36598,1
35485,35454,2
35454,71344,1
35454,71345,1
35454,92468,1
35454,92469,1
36598,36597,1
36598,79173,1
36598,127787,1
36598,127788,1
36598,127789,1
36598,501796,1
501796,503533,1
501796,503534,1
501796,503535,1
503534,102448,1
102448,102444,2
519147,522025,1
519147,522026,1
18723,18722,1
18722,18721,1
18721,979,1
18721,348181,1
348181,351834,1
348181,351835,1
348181,351836,1
348181,351837,1
348181,351838,1
348181,351839,1
348181,351840,1
348181,351841,1
348181,351842,1
348181,351843,1
348181,351844,1
979,18728,1
979,18729,1
979,18720,1
979,168243,1
979,978,1
978,975,1
978,1794,1
978,57,1
978,2393,1
978,854,1
978,4906,1
978,8989,1
978,9619,1
978,16647,1
978,18297,1
978,31249,1
978,48798,1
978,54022,1
978,54048,1
978,56624,1
978,7383,1
978,4558,1
978,24304,1
978,3519,1
978,3233,1
978,8445,1
978,12597,1
978,6652,1
978,16342,1
978,58598,1
978,155160,1
978,155161,1
978,155162,1
978,155163,1
978,155164,1
978,155165,1
978,9289,1
978,155166,1
978,155167,1
978,155168,1
978,155169,1
978,35451,1
978,155170,1
978,465068,1
978,3520,1
978,6746,1
978,603458,1
978,55487,1
978,19351,1
978,16342,3
978,23079,2
978,30378,2
30378,30377,1
12597,116775,1
3519,28504,1
4558,8058,1
4558,10262,1
4558,34687,1
4558,34686,1
4558,34688,1
4558,156913,1
4558,156914,1
4558,7751,2
7383,128773,1
7383,120299,1
54022,54042,1
54022,54043,1
54022,54044,1
54022,54045,1
54022,54046,1
54022,54047,1
54022,54049,2
48798,19242,1
48798,48799,1
48798,48800,1
48798,48802,1
48798,48803,1
48798,14988,1
48798,49158,1
48798,49270,1
48798,49272,1
48798,49274,1
48798,59384,1
48798,59385,1
48798,70457,1
48798,90786,1
48798,90786,1
48798,48797,1
48798,49271,2
14988,14987,1
14988,33375,1
14988,25376,2
19242,19234,1
19242,22974,1
19242,63501,1
18297,18751,1
18297,49552,1
18297,60205,1
18297,18296,1
18297,94375,1
18297,6203,2
18297,18749,2
18297,18750,2
16647,118422,1
16647,118423,1
16647,118424,1
4906,4908,1
4906,4369,1
4906,62363,1
4906,73561,1
4906,4911,1
4906,5308,1
4906,157174,1
4906,9121,1
4906,4979,1
4906,12627,1
4906,157176,1
4906,625139,1
4906,81814,2
4906,12525,2
854,155076,1
854,19211,2
854,69984,2
2393,5636,1
2393,5659,1
2393,8140,1
2393,20003,1
2393,20576,1
2393,33536,1
2393,54870,1
2393,72339,1
2393,129075,1
2393,138867,1
2393,378195,1
2393,378268,1
2393,20171,2
2393,3884,2
57,2688,1
57,2690,1
57,1042,2
57,1371,2
57,19538,2
57,19927,2
57,2902,2
57,8406,2
57,17530,2
57,70546,2
57,73483,2
57,73484,2
57,680035,2
57,680037,2
57,81539,2
2902,92209,1
2902,84163,1
2902,468349,1
2902,468350,1
2902,84163,1
2902,680040,1
2902,34486,2
2902,84164,2
2902,680041,2
1371,90970,1
1042,131294,1
1042,66539,2
975,974,1
975,55872,1
975,6441,1
975,155146,1
975,155147,1
975,155096,1
168243,172801,1
168243,172802,1
168243,172803,1
168243,172804,1
168243,172805,1
168243,172806,1
168243,172807,1
168243,603457,1
18720,119218,1
18720,119219,1
18720,119220,1
18720,119221,1
18720,119222,1
18720,119223,1
18720,119224,1
18720,119225,1
18720,119226,1
18720,119227,1
18720,625075,1
18720,348050,1
18720,625076,1
348050,358469,1
348050,358470,1
348050,358471,1
348050,358472,1
348050,358473,1
348050,666280,1
666280,670111,1
358470,374412,1
625075,627384,1
18729,119229,1
18729,119230,1
18729,119231,1
18729,119232,1
18729,119233,1
18729,119234,1
18729,119235,1
18729,119236,1
18729,119237,1
18729,119238,1
18729,119239,1
18729,119240,1
18729,119241,1
18729,119242,1
18729,119243,1
18729,119244,1
18728,119228,1
