79968
79968,79967,1
79968,54481,1
54481,54480,1
54480,54479,1
54479,54478,1
54479,54482,1
54479,138744,1
54479,161910,1
54479,236201,1
236201,161907,1
161907,161895,1
161907,233591,1
233591,233587,1
233587,233586,1
233586,236321,1
161895,161892,1
161892,160827,1
161910,54469,1
161910,236207,1
54469,54468,1
54469,54471,1
54469,130272,1
54468,54462,1
54468,54473,1
54473,54474,1
54462,54461,1
138744,138740,1
138740,138703,1
138703,138680,1
138703,665155,1
665155,665154,1
665154,665153,1
665153,665152,1
138680,138678,1
54478,54477,1
54478,236200,1
54478,236215,1
54478,241166,1
54478,264655,1
264655,264654,1
264654,264653,1
264653,264652,1
241166,241419,1
241166,241430,1
241166,686372,1
686372,686370,1
686372,686612,1
686612,686370,1
236200,233593,1
233593,233588,1
54477,138398,1
138398,138408,1
79967,79966,1
79966,79965,1
79965,79964,1
79964,79963,1
79963,79962,1
79963,130131,1
79963,133316,1
133316,133315,1
133315,80031,1
133315,133319,1
133319,133320,1
80031,80030,1
80031,89133,1
80031,158670,1
80031,158694,1
80031,665157,1
158694,158670,1
89133,89128,1
89128,83292,1
83292,86928,1
80030,80029,1
130131,130132,1
130131,54427,1
54427,54423,1
54427,89081,1
54427,138733,1
138733,138735,1
138735,138702,1
138702,55191,1
138702,138728,1
55191,55190,1
55191,547811,1
55191,165177,1
547811,548929,1
547811,548930,1
547811,548931,1
547811,548932,1
547811,548933,1
547811,548934,1
547811,548935,1
547811,548936,1
547811,548937,1
547811,548938,1
547811,548939,1
547811,548940,1
55190,55189,1
55190,133654,1
55190,133655,1
55190,133656,1
55190,133657,1
55190,133658,1
55190,133659,1
55190,133660,1
55190,133661,1
55190,133662,1
55190,133663,1
55190,133664,1
55189,678636,1
55189,678637,1
89081,89080,1
89080,89079,1
89079,77586,1
77586,77585,1
77586,89082,1
77586,89083,1
77586,90665,1
77586,91989,1
91989,92043,1
54423,54422,1
54423,80250,1
54423,81429,1
54423,89084,1
54423,133273,1
54423,158604,1
158604,143774,1
143774,143776,1
143774,144689,1
133273,133281,1
89084,65182,1
89084,89089,1
89089,86488,1
89089,55193,1
55193,55192,1
55193,165180,1
55193,165181,1
55193,165182,1
86488,86929,1
86488,107142,1
65182,138720,1
138720,138716,1
138716,138714,1
138714,138375,1
81429,81428,1
81428,81409,1
81409,81403,1
81403,86930,1
81403,86931,1
81403,86932,1
81403,86933,1
80250,79871,1
79871,79870,1
79871,80248,1
79871,686344,1
79871,686346,1
686346,686344,1
686344,686342,1
686342,686407,1
80248,80247,1
80247,80245,1
80245,80244,1
80245,79906,1
79906,79788,1
79870,79853,1
54422,54428,1
54428,54435,1
54428,89085,1
54428,92028,1
54428,130223,1
54428,134618,1
134618,165183,1
165183,165186,1
165183,65179,1
165183,689771,1
65179,55197,1
65179,144833,1
65179,144834,1
65179,144835,1
65179,144836,1
65179,144837,1
65179,144838,1
65179,144839,1
65179,144840,1
65179,144841,1
65179,144842,1
65179,144843,1
65179,144844,1
65179,144845,1
65179,144846,1
65179,144847,1
65179,144848,1
65179,144849,1
65179,144850,1
65179,144851,1
55197,678724,1
130223,130222,1
130223,130340,1
130222,127856,1
92028,92029,1
92029,92009,1
89085,89086,1
130132,130134,1
130132,130139,1
130139,130141,1
130141,130150,1
130141,130165,1
130141,130169,1
130141,130174,1
130134,130097,1
79962,79961,1
79961,79955,1
79955,79952,1
79952,79951,1
