62145
62145,62142,1
62145,51980,2
62145,686302,2
686302,686308,1
686302,687613,1
686302,688292,1
686302,688411,1
686302,688483,1
686302,690029,1
686302,690152,1
686308,686309,1
686309,689507,1
686309,689508,1
686309,689509,1
686309,689510,1
686309,689511,1
686309,689512,1
686309,689513,1
686309,689514,1
686309,689515,1
686309,689516,1
686309,689517,1
686309,689526,1
686309,689527,1
686309,689528,1
686309,689529,1
686309,285211,1
51980,53827,1
51980,57406,1
51980,62123,1
51980,73001,1
51980,87114,1
51980,56341,2
51980,57567,2
51980,62121,2
51980,49948,2
51980,80166,2
80166,85192,2
85192,85194,1
49948,49947,1
49948,62932,2
62932,142250,1
62932,142251,1
62932,65664,2
62932,68436,2
68436,68437,1
68436,72212,1
68436,149076,1
68436,149077,1
68436,149078,1
68436,480462,1
480462,490291,1
480462,490292,1
480462,109430,1
480462,109426,1
480462,109427,1
480462,109428,1
480462,109429,1
480462,20765,1
480462,686023,1
480462,109431,1
480462,109432,1
480462,115770,2
480462,479251,2
480462,81976,2
480462,140927,2
480462,686024,2
480462,146599,2
68437,149079,1
65664,160672,1
65664,160676,1
65664,160677,1
65664,160678,1
65664,160679,1
65664,160680,1
65664,160681,1
65664,160682,1
65664,160683,1
65664,160684,1
49947,131223,1
49947,131224,1
49947,131225,1
49947,131226,1
49947,131227,1
49947,514372,1
49947,663417,1
49947,11999,2
49947,4166,2
4166,91520,1
4166,156691,1
4166,4163,2
4166,11482,2
4166,89150,2
89150,49241,1
11999,116487,1
11999,116488,1
11999,116489,1
663417,666995,2
62121,62122,1
62122,62115,2
62115,62127,1
62127,70706,1
62127,141203,1
62127,141204,1
62127,141205,1
62127,141206,1
62127,141207,1
62127,141208,1
62127,141209,1
62127,141210,1
62127,141211,1
62127,141212,1
62127,141213,1
62127,141214,1
62127,141215,1
62127,141216,1
62127,141217,1
62127,141218,1
62127,141219,1
62127,141220,1
141205,161952,1
141205,161953,1
141205,161954,1
57567,22542,1
22542,119179,1
22542,6362,2
6362,6360,1
6362,689438,1
689438,689437,1
6360,22545,1
6360,68155,1
6360,12420,1
6360,12421,1
6360,12422,1
6360,12423,1
6360,299737,1
6360,51785,1
6360,12424,2
6360,76508,2
56341,76928,1
56341,135366,1
56341,135367,1
56341,135368,1
56341,135369,1
56341,135370,1
56341,135372,1
56341,135373,1
73001,73002,1
73002,72998,1
72998,13455,1
72998,103423,1
72998,103424,1
72998,103425,1
13455,103404,1
13455,103406,1
62123,98707,1
57406,57405,1
57405,70206,1
57405,72961,1
72961,72959,1
72961,691292,1
72959,72958,1
72959,109893,1
72959,109897,1
72959,496861,1
70206,70197,1
70197,70200,1
70197,108092,1
70197,108093,1
70200,108078,2
108078,690026,1
62142,62141,1
62141,62140,2
62141,59105,2
59105,27369,1
59105,138943,1
59105,138944,1
59105,138945,1
59105,138946,1
59105,138947,1
59105,60931,2
59105,142987,2
60931,140447,1
60931,140448,1
60931,140449,1
60931,140450,1
60931,140451,1
60931,140452,1
60931,140453,1
60931,140454,1
60931,140455,1
60931,140456,1
60931,140457,1
60931,140458,1
60931,140459,1
60931,478092,1
27369,69662,1
27369,153980,1
27369,153981,1
27369,153982,1
27369,153983,1
27369,154625,1
27369,154626,1
27369,154627,1
27369,27368,2
27369,59103,2
27369,59104,2
27369,69661,2
27369,69664,2
27369,160048,2
